# timestamp,is_waterheater_on, temperature, height,water_demand,heatgain,load_state,waterheater_model
2020-01-01 00:59:30 PST,+0,+119.636,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:00:00 PST,+0,+119.633,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:00:30 PST,+0,+119.629,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:01:00 PST,+0,+119.626,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:01:30 PST,+0,+119.623,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:02:00 PST,+0,+119.62,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:02:30 PST,+0,+119.617,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:03:00 PST,+0,+119.614,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:03:30 PST,+0,+119.611,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:04:00 PST,+0,+119.608,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:04:30 PST,+0,+119.605,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:05:00 PST,+0,+119.602,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:05:30 PST,+0,+119.599,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:06:00 PST,+0,+119.596,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:06:30 PST,+0,+119.593,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:07:00 PST,+0,+119.59,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:07:30 PST,+0,+119.587,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:08:00 PST,+0,+119.584,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:08:30 PST,+0,+119.581,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:09:00 PST,+0,+119.578,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:09:30 PST,+0,+119.575,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:10:00 PST,+0,+119.572,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:10:30 PST,+0,+119.569,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:11:00 PST,+0,+119.566,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:11:30 PST,+0,+119.562,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:12:00 PST,+0,+119.559,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:12:30 PST,+0,+119.556,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:13:00 PST,+0,+119.553,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:13:30 PST,+0,+119.55,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:14:00 PST,+0,+119.547,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:14:30 PST,+0,+119.544,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:15:00 PST,+0,+119.541,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:15:30 PST,+0,+119.538,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:16:00 PST,+0,+119.535,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:16:30 PST,+0,+119.532,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:17:00 PST,+0,+119.529,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:17:30 PST,+0,+119.526,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:18:00 PST,+0,+119.523,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:18:30 PST,+0,+119.52,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:19:00 PST,+0,+119.517,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:19:30 PST,+0,+119.514,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:20:00 PST,+0,+119.511,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:20:30 PST,+0,+119.508,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:21:00 PST,+0,+119.505,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:21:30 PST,+0,+119.502,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:22:00 PST,+0,+119.499,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:22:30 PST,+0,+119.496,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:23:00 PST,+0,+119.493,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:23:30 PST,+0,+119.49,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:24:00 PST,+0,+119.487,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:24:30 PST,+0,+119.483,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:25:00 PST,+0,+119.48,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:25:30 PST,+0,+119.477,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:26:00 PST,+0,+119.474,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:26:30 PST,+0,+119.471,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:27:00 PST,+0,+119.468,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:27:30 PST,+0,+119.465,+3.782,+0,+0,DEPLETING,ONEZNODE
2020-01-01 01:28:00 PST,+0,+119.462,+3.782,+0,+0,DEPLETING,ONEZNODE
